"mls";"prop_type";"status";"address";"area";"sub_area";"type_of_dwelling";"sold_price";"year_built";"days_to_sold";"tot_bedrooms";"sold_date";"postal_code"
"F1404623";"Residential Detached";"Sold";"2140 134TH STREET";"South Surrey White Rock";"Elgin Chantrell";"House/Single Family";"1536000.00";"1992";"237";"5";"2014-10-20";"V4A 9N8"
"H1404421";"Residential Attached";"Sold";"404 45750 KEITH WILSON ROAD";"Sardis";"Vedder S Watson-Promontory";"Apartment/Condo";"261400.00";"2014";"0";"1";"2014-10-19";"V2R 0P7"
"V1091241";"Residential Detached";"Sold";"6300 SWIFT AVENUE";"Richmond";"Woodwards";"House/Single Family";"773000.00";"1975";"3";"3";"2014-10-24";"V7E 4H1"
"V1091354";"Residential Attached";"Sold";"6817 CARNEGIE STREET";"Burnaby North";"Sperling-Duthie";"1/2 Duplex";"914000.00";"2006";"3";"4";"2014-10-25";"V5B 1Y4"
"V1091368";"Residential Attached";"Sold";"2973 MIRA PLACE";"Burnaby North";"Simon Fraser Hills";"Townhouse";"456000.00";"1972";"1";"3";"2014-10-25";"V3J 1B7"
"V1091370";"Residential Detached";"Sold";"10411 ROBERTSON STREET";"Maple Ridge";"Albion";"House/Single Family";"466571.00";"2015";"4";"3";"2014-10-27";"V2W 0H8"
"F1423649";"Residential Attached";"Sold";"44 17917 68 AVENUE";"Cloverdale";"Cloverdale BC";"Townhouse";"525000.00";"1999";"30";"3";"2014-10-25";"V3S 9C8"
"F1423659";"Residential Attached";"Sold";"404 5474 198TH STREET";"Langley";"Langley City";"Apartment/Condo";"230000.00";"2007";"24";"2";"2014-10-20";"V3A 1G2"
"F1423664";"Residential Attached";"Sold";"12 15518 103A AVENUE";"North Surrey";"Guildford";"Townhouse";"349000.00";"2006";"29";"3";"2014-10-23";"V3R 1N7"
"F1423686";"Residential Attached";"Sold";"43 6450 199TH STREET";"Langley";"Willoughby Heights";"Townhouse";"274500.00";"2002";"28";"3";"2014-10-24";"V2Y 2X1"
"V1045732";"Land Only";"Sold";"LOT 47 ORACLE ROAD";"Sunshine Coast";"Sechelt District";"";"203500.00";"0";"263";"0";"2014-10-24";"V0V 0V0"
"V1046297";"Residential Attached";"Sold";"103 7117 ELMBRIDGE WAY";"Richmond";"Brighouse";"Apartment/Condo";"455000.00";"2014";"261";"1";"2014-10-24";"V6X 0J2"
"V1091059";"Residential Attached";"Sold";"1324 W 7TH AVENUE";"Vancouver West";"Fairview VW";"Townhouse";"683500.00";"1982";"3";"2";"2014-10-23";"V6H 3W5"
"F1425011";"Residential Attached";"Sold";"28 21928 48TH AVENUE";"Langley";"Murrayville";"Townhouse";"365000.00";"1993";"9";"3";"2014-10-21";"V3A 8H1"
"F1408642";"Residential Attached";"Sold";"313 8115 121A STREET";"Surrey";"Queen Mary Park Surrey";"Apartment/Condo";"192000.00";"1999";"194";"2";"2014-10-20";"V3W 1J2"
"F1409334";"Residential Detached";"Sold";"3239 147TH STREET";"South Surrey White Rock";"Elgin Chantrell";"House/Single Family";"885000.00";"2014";"197";"4";"2014-10-25";"V4P 1Z8"
"F1409614";"Residential Attached";"Sold";"412 15735 CROYDON DRIVE";"South Surrey White Rock";"Grandview Surrey";"Apartment/Condo";"212000.00";"2010";"191";"1";"2014-10-22";"V3S 2L5"
"F1409776";"Residential Attached";"Sold";"16 15151 34TH AVENUE";"South Surrey White Rock";"Morgan Creek";"Townhouse";"380000.00";"2006";"189";"3";"2014-10-27";"V3S 4P5"
"F1410035";"Residential Detached";"Sold";"6192 184B STREET";"Cloverdale";"Cloverdale BC";"House/Single Family";"565000.00";"1990";"201";"3";"2014-10-27";"V3S 7P8"
"F1410194";"Residential Attached";"Sold";"22 15454 32ND AVENUE";"South Surrey White Rock";"Grandview Surrey";"Townhouse";"615000.00";"2008";"186";"3";"2014-10-27";"V3S 2J8"
"F1425392";"Land Only";"Sold";"2682 AQUILA DRIVE";"Abbotsford";"Abbotsford East";"";"285000.00";"0";"3";"0";"2014-10-19";"V3G 0B3"
"F1425400";"Residential Attached";"Sold";"90 8438 207A STREET";"Langley";"Willoughby Heights";"Townhouse";"306900.00";"2015";"9";"3";"2014-10-26";"V2Y 0N8"
"V1091359";"Residential Attached";"Sold";"1788 E 12TH AVENUE";"Vancouver East";"Grandview VE";"1/2 Duplex";"733333.00";"2014";"0";"3";"2014-10-23";"V5N 2A5"
"F1425402";"Residential Attached";"Sold";"139 15988 83RD AVENUE";"Surrey";"Fleetwood Tynehead";"Townhouse";"412500.00";"1992";"4";"3";"2014-10-24";"V4N 0P9"
"F1425403";"Residential Detached";"Sold";"7733 146TH STREET";"Surrey";"East Newton";"House/Single Family";"660000.00";"2006";"3";"5";"2014-10-23";"V3S 2T6"
"F1425410";"Residential Detached";"Sold";"7412 113TH STREET";"N. Delta";"Scottsdale";"House/Single Family";"562000.00";"1970";"6";"5";"2014-10-21";"V4C 5B4"
"V1091365";"Residential Attached";"Sold";"3102 111 W GEORGIA STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"409000.00";"2007";"4";"1";"2014-10-27";"V6B 1T8"
"V1091367";"Multifamily";"Sold";"3887-3889 GILPIN STREET";"Burnaby South";"Central Park BS";"Duplex";"1325000.00";"1970";"2";"10";"2014-10-23";"V5G 2H2"
"V1091448";"Residential Attached";"Sold";"501 1972 BELLEVUE AVENUE";"West Vancouver";"Ambleside";"Apartment/Condo";"2700000.00";"1985";"3";"3";"2014-10-27";"V7V 1B5"
"H1404151";"Residential Attached";"Sold";"30 5756 PROMONTORY ROAD";"Sardis";"Promontory";"Townhouse";"319000.00";"2014";"4";"4";"2014-10-19";"V2R 4M5"
"V1078998";"Residential Detached";"Sold";"38188 LOMBARDY CRESCENT";"Squamish";"Valleycliffe";"House/Single Family";"453000.00";"1981";"85";"3";"2014-10-25";"V8B 0C2"
"V1079064";"Residential Detached";"Sold";"3631 BEARCROFT DRIVE";"Richmond";"East Cambie";"House/Single Family";"745000.00";"1981";"75";"3";"2014-10-19";"V6X 3B2"
"V1079156";"Residential Attached";"Sold";"2309 128 W CORDOVA STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"363000.00";"2009";"81";"1";"2014-10-25";"V6B 0E6"
"V1079157";"Residential Attached";"Sold";"318 9373 HEMLOCK DRIVE";"Richmond";"McLennan North";"Apartment/Condo";"463500.00";"2008";"75";"2";"2014-10-19";"V6Y 0A9"
"V1079183";"Residential Attached";"Sold";"514 9651 GLENDOWER DRIVE";"Richmond";"Saunders";"Townhouse";"384000.00";"1970";"81";"3";"2014-10-27";"V7A 2Y6"
"V1079218";"Land Only";"Sold";"13060 253A STREET";"Maple Ridge";"Websters Corners";"";"350000.00";"0";"74";"0";"2014-10-19";"V0V 0V0"
"V1079229";"Land Only";"Sold";"22185 123RD AVENUE";"Maple Ridge";"West Central";"";"150000.00";"0";"81";"0";"2014-10-21";"V2X 4C7"
"V1079745";"Residential Detached";"Sold";"13550 BALSAM STREET";"Maple Ridge";"Silver Valley";"House/Single Family";"663810.00";"2014";"69";"5";"2014-10-19";"V4R 0E2"
"F1411697";"Residential Detached";"Sold";"13510 80A AVENUE";"Surrey";"Queen Mary Park Surrey";"House/Single Family";"630000.00";"1997";"170";"7";"2014-10-24";"V3W 8A6"
"F1410390";"Residential Detached";"Sold";"35 2035 MARTENS STREET";"Abbotsford";"Poplar";"Manufactured";"109000.00";"2002";"180";"2";"2014-10-22";"V2T 6M4"
"F1411151";"Land Only";"Sold";"16879 40TH AVENUE";"Cloverdale";"Serpentine";"";"1230000.00";"0";"171";"0";"2014-10-23";"V3S 0L2"
"F1411183";"Residential Attached";"Sold";"15 10585 153RD STREET";"North Surrey";"Guildford";"Townhouse";"210000.00";"1972";"167";"3";"2014-10-19";"V3R 4H8"
"F1412224";"Residential Attached";"Sold";"21014 77A AVENUE";"Langley";"Willoughby Heights";"Townhouse";"471333.00";"2014";"160";"4";"2014-10-22";"V2Y 0L8"
"F1411303";"Residential Detached";"Sold";"3660 155TH STREET";"South Surrey White Rock";"Morgan Creek";"House/Single Family";"870000.00";"1999";"163";"5";"2014-10-22";"V3S 0G9"
"F1412307";"Residential Detached";"Sold";"50 3931 198TH STREET";"Langley";"Brookswood Langley";"Manufactured with Land";"77000.00";"9999";"162";"2";"2014-10-22";"V3A 1C9"
"V1082938";"Residential Attached";"Sold";"306 3264 OAK STREET";"Vancouver West";"Cambie";"Apartment/Condo";"320000.00";"1977";"53";"1";"2014-10-26";"V6H 2L3"
"V1082977";"Residential Attached";"Sold";"304 11601 227TH STREET";"Maple Ridge";"East Central";"Apartment/Condo";"140000.00";"1993";"49";"1";"2014-10-22";"V2X 0J7"
"F1412842";"Residential Attached";"Sold";"219 14861 98TH AVENUE";"North Surrey";"Guildford";"Townhouse";"235000.00";"1988";"152";"2";"2014-10-19";"V3R 9Z8"
"H1404167";"Residential Attached";"Sold";"13 7001 EDEN DRIVE";"Sardis";"Sardis West Vedder Rd";"Townhouse";"335750.00";"1984";"8";"2";"2014-10-24";"V2R 3T1"
"V1090911";"Residential Attached";"Sold";"1150 NATURES GATE CRESCENT";"Squamish";"Downtown SQ";"Townhouse";"414900.00";"2014";"3";"3";"2014-10-20";"V8B 0A9"
"V1083731";"Residential Attached";"Sold";"27 6888 ROBSON DRIVE";"Richmond";"Terra Nova";"Townhouse";"543000.00";"2000";"43";"2";"2014-10-21";"V7C 5T6"
"V1090956";"Residential Attached";"Sold";"3 3555 WESTMINSTER HIGHWAY";"Richmond";"Terra Nova";"Townhouse";"798250.00";"1995";"9";"1";"2014-10-27";"V7C 5P6"
"V1084242";"Residential Detached";"Sold";"6195 48A AVENUE";"Ladner";"Holly";"House/Single Family";"730000.00";"1991";"45";"5";"2014-10-23";"V4K 1Y7"
"V1060791";"Residential Attached";"Sold";"44 10151 240TH STREET";"Maple Ridge";"Albion";"Townhouse";"294900.00";"2014";"187";"3";"2014-10-27";"V0V 0V0"
"V1086212";"Residential Attached";"Sold";"206 2088 BETA AVENUE";"Burnaby North";"Brentwood Park";"Apartment/Condo";"396350.00";"2009";"31";"2";"2014-10-23";"V5C 0C8"
"V1086221";"Residential Attached";"Sold";"305 1003 BURNABY STREET";"Vancouver West";"West End VW";"Apartment/Condo";"290000.00";"1999";"29";"0";"2014-10-21";"V6E 4R7"
"V1086266";"Residential Attached";"Sold";"1806 1010 RICHARDS STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"365000.00";"2003";"28";"1";"2014-10-20";"V6B 1G2"
"V1086485";"Residential Attached";"Sold";"365 955 E HASTINGS STREET";"Vancouver East";"Hastings";"Apartment/Condo";"289900.00";"2017";"27";"1";"2014-10-19";"V6A 1R9"
"V1070151";"Residential Attached";"Sold";"2795 W 8TH AVENUE";"Vancouver West";"Kitsilano";"1/2 Duplex";"813084.00";"2014";"133";"3";"2014-10-21";"V6K 2B7"
"V1070243";"Residential Attached";"Sold";"2388 MACDONALD STREET";"Vancouver West";"Kitsilano";"1/2 Duplex";"792500.00";"2014";"133";"3";"2014-10-21";"V6K 2B7"
"V1091085";"Residential Attached";"Sold";"603 301 CAPILANO ROAD";"Port Moody";"Port Moody Centre";"Apartment/Condo";"439900.00";"2013";"7";"0";"2014-10-27";"V3H 0G6"
"F1413187";"Residential Attached";"Sold";"407 33485 SOUTH FRASER WAY";"Abbotsford";"Central Abbotsford";"Apartment/Condo";"229900.00";"2005";"156";"2";"2014-10-25";"V2S 8P9"
"F1413193";"Residential Detached";"Sold";"13352 22A AVENUE";"South Surrey White Rock";"Elgin Chantrell";"House/Single Family";"1555000.00";"1993";"150";"4";"2014-10-23";"V4A 9S9"
"F1413461";"Residential Detached";"Sold";"1451 BISHOP ROAD";"South Surrey White Rock";"White Rock";"House/Single Family";"765000.00";"9999";"148";"4";"2014-10-23";"V4B 3K6"
"F1413511";"Residential Attached";"Sold";"8 2950 LEFEUVRE ROAD";"Abbotsford";"Aberdeen";"Townhouse";"276615.00";"2013";"154";"3";"2014-10-25";"V4X 0B2"
"V1087630";"Residential Attached";"Sold";"10 8311 NO 2 RD ROAD";"Richmond";"Lackner";"Townhouse";"585000.00";"2007";"21";"3";"2014-10-20";"V7C 3M2"
"V1087669";"Residential Detached";"Sold";"3088 W 20TH AVENUE";"Vancouver West";"Arbutus";"House/Single Family";"3380000.00";"2013";"20";"5";"2014-10-19";"V6L 1H8"
"V1087708";"Residential Detached";"Sold";"130 19639 MEADOW GARDENS WAY";"Pitt Meadows";"North Meadows PI";"House/Single Family";"737500.00";"2001";"28";"3";"2014-10-27";"V3Y 2T5"
"V1087755";"Residential Detached";"Sold";"9140 PAULESHIN CRESCENT";"Richmond";"Lackner";"House/Single Family";"1085000.00";"1986";"21";"3";"2014-10-20";"V7E 5X1"
"V1087481";"Residential Detached";"Sold";"642 KEITH ROAD";"West Vancouver";"Park Royal";"House/Single Family";"1850000.00";"1954";"22";"3";"2014-10-21";"V7T 1L9"
"V1087497";"Residential Attached";"Sold";"302 888 BUTE STREET";"Vancouver West";"West End VW";"Apartment/Condo";"533000.00";"1995";"21";"2";"2014-10-20";"V6E 1Y5"
"V1087499";"Residential Attached";"Sold";"909 602 CITADEL PARADE";"Vancouver West";"Downtown VW";"Apartment/Condo";"352000.00";"2007";"22";"1";"2014-10-21";"V6B 1X2"
"V1087531";"Residential Detached";"Sold";"3598 TRAFALGAR STREET";"Vancouver West";"Arbutus";"House/Single Family";"2648000.00";"1992";"24";"4";"2014-10-20";"V6L 2M1"
"V1087994";"Residential Attached";"Sold";"401 245 ROSS DRIVE";"New Westminster";"Fraserview NW";"Apartment/Condo";"258850.00";"2011";"22";"1";"2014-10-23";"V3L 0C6"
"V1088000";"Residential Attached";"Sold";"420 3 RIALTO COURT";"New Westminster";"Quay";"Apartment/Condo";"355000.00";"1993";"20";"2";"2014-10-19";"V3M 6P2"
"V1088014";"Residential Detached";"Sold";"7229 FLEMING STREET";"Vancouver East";"Fraserview VE";"House/Single Family";"1415000.00";"2012";"24";"8";"2014-10-23";"V5P 3J1"
"V1088026";"Residential Attached";"Sold";"15 2401 MAMQUAM ROAD";"Squamish";"Garibaldi Highlands";"Townhouse";"392000.00";"1992";"22";"3";"2014-10-21";"V8B 0H6"
"V1088043";"Residential Attached";"Sold";"705 288 E 8TH AVENUE";"Vancouver East";"Mount Pleasant VE";"Apartment/Condo";"419000.00";"1997";"27";"2";"2014-10-26";"V5T 4S8"
"V1088061";"Residential Attached";"Sold";"2903 689 ABBOTT STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"570000.00";"2009";"21";"2";"2014-10-22";"V6B 0J2"
"V1088588";"Residential Attached";"Sold";"323 2008 PINE STREET";"Vancouver West";"False Creek";"Apartment/Condo";"439000.00";"2009";"15";"1";"2014-10-21";"V6J 0B8"
"V1088965";"Residential Attached";"Sold";"1508 1723 ALBERNI STREET";"Vancouver West";"West End VW";"Apartment/Condo";"389000.00";"1998";"16";"1";"2014-10-23";"V6G 3G9"
"V1088978";"Residential Attached";"Sold";"502 1238 MELVILLE STREET";"Vancouver West";"Coal Harbour";"Apartment/Condo";"515000.00";"1996";"12";"2";"2014-10-19";"V6E 4N2"
"V1088979";"Residential Detached";"Sold";"4468 W 13TH AVENUE";"Vancouver West";"Point Grey";"House/Single Family";"1950000.00";"1924";"16";"4";"2014-10-22";"V6R 2V3"
"V1089008";"Residential Detached";"Sold";"246 WOOD STREET";"New Westminster";"Queensborough";"House/Single Family";"440000.00";"9999";"20";"5";"2014-10-23";"V3M 5K4"
"V1091608";"Residential Attached";"Sold";"1 1411 E 1ST AVENUE";"Vancouver East";"Grandview VE";"Apartment/Condo";"329000.00";"2015";"2";"1";"2014-10-27";"V0V 0V0"
"V1089016";"Residential Detached";"Sold";"3406 BLUEBERRY DRIVE";"Whistler";"Blueberry Hill";"House/Single Family";"3250000.00";"1996";"17";"5";"2014-10-24";"V0N 1B3"
"V1089034";"Residential Attached";"Sold";"505 7063 HALL AVENUE";"Burnaby South";"Highgate";"Apartment/Condo";"405000.00";"2007";"17";"2";"2014-10-23";"V5E 0A5"
"V1089198";"Residential Attached";"Sold";"2 8300 JONES ROAD";"Richmond";"Brighouse South";"Townhouse";"555000.00";"1995";"11";"3";"2014-10-19";"V6Y 1L6"
"F1413631";"Residential Detached";"Sold";"3533 PICTON STREET";"Abbotsford";"Abbotsford East";"House/Single Family";"652381.00";"2014";"151";"4";"2014-10-27";"N0N 0N0"
"V1091811";"Residential Detached";"Sold";"1032 E 61ST AVENUE";"Vancouver East";"South Vancouver";"House/Single Family";"978000.00";"1974";"1";"5";"2014-10-27";"V5X 2C4"
"V1091911";"Residential Attached";"Sold";"509 5598 ORMIDALE STREET";"Vancouver East";"Collingwood VE";"Apartment/Condo";"306900.00";"2016";"0";"1";"2014-10-27";"V5R 2P9"
"F1413698";"Land Only";"Sold";"15571 GOGGS AVENUE";"South Surrey White Rock";"White Rock";"";"466000.00";"0";"138";"0";"2014-10-22";"V4B 2N5"
"V1083549";"Residential Attached";"Sold";"2 2990 MARINER WAY";"Coquitlam";"Ranch Park";"Townhouse";"357000.00";"1978";"47";"3";"2014-10-21";"V3C 4K1"
"V1090372";"Residential Attached";"Sold";"472 9100 FERNDALE ROAD";"Richmond";"McLennan North";"Apartment/Condo";"266000.00";"2006";"8";"1";"2014-10-24";"V6Y 4L1"
"V1090438";"Residential Attached";"Sold";"2134 SANDRA WAY";"Port Coquitlam";"Mary Hill";"Townhouse";"360000.00";"1971";"8";"3";"2014-10-23";"V3C 1A6"
"V1092053";"Residential Attached";"Sold";"521 9311 ALEXANDRA ROAD";"Richmond";"West Cambie";"Apartment/Condo";"359900.00";"2015";"3";"2";"2014-10-27";"V6X 2K5"
"V1092073";"Residential Attached";"Sold";"427 9311 ALEXANDRA ROAD";"Richmond";"West Cambie";"Apartment/Condo";"359900.00";"2015";"3";"2";"2014-10-27";"V6X 2K5"
"V1092112";"Residential Attached";"Sold";"202 5638 BIRNEY AVENUE";"Vancouver West";"University VW";"Apartment/Condo";"738000.00";"2016";"1";"2";"2014-10-25";"V0V 0V0"
"V1090573";"Residential Attached";"Sold";"423 A BROMLEY STREET";"Coquitlam";"Coquitlam East";"Townhouse";"611000.00";"1990";"4";"3";"2014-10-20";"V3K 6N7"
"V1090575";"Residential Attached";"Sold";"6 1620 BALSAM STREET";"Vancouver West";"Kitsilano";"Townhouse";"695000.00";"1982";"6";"2";"2014-10-22";"V6K 3M1"
"V1090580";"Residential Attached";"Sold";"204 780 PREMIER STREET";"North Vancouver";"Lynnmour";"Apartment/Condo";"206000.00";"1968";"2";"1";"2014-10-19";"V7J 2G8"
"V1090938";"Residential Attached";"Sold";"4 5951 ARCADIA ROAD";"Richmond";"Brighouse";"Townhouse";"549000.00";"1995";"5";"3";"2014-10-25";"V6X 2H2"
"V1090586";"Residential Detached";"Sold";"5389 4TH AVENUE";"Tsawwassen";"Pebble Hill";"House/Single Family";"785000.00";"1967";"4";"6";"2014-10-21";"V4M 1G8"
"V1090595";"Residential Attached";"Sold";"25 22280 124TH AVENUE";"Maple Ridge";"West Central";"Townhouse";"324000.00";"1992";"7";"3";"2014-10-24";"V2X 4J5"
"V1090596";"Residential Attached";"Sold";"2 1027 LYNN VALLEY ROAD";"North Vancouver";"Lynn Valley";"Townhouse";"417000.00";"2001";"7";"2";"2014-10-23";"V7J 1Z6"
"V1090601";"Residential Detached";"Sold";"1400 COAST MERIDIAN ROAD";"Coquitlam";"Burke Mountain";"House/Single Family";"885000.00";"2014";"7";"6";"2014-10-21";"V3E 0H5"
"V1090678";"Residential Detached";"Sold";"812 E 6TH STREET";"North Vancouver";"Queensbury";"House/Single Family";"919000.00";"1949";"7";"4";"2014-10-27";"V7L 1R7"
"V1090844";"Residential Attached";"Sold";"317 5470 ORMIDALE STREET";"Vancouver East";"Collingwood VE";"Apartment/Condo";"291900.00";"2017";"0";"1";"2014-10-20";"V5R 2P9"
"V1090849";"Residential Attached";"Sold";"3 11870 232ND STREET";"Maple Ridge";"Cottonwood MR";"Townhouse";"290000.00";"1995";"2";"3";"2014-10-20";"V2X 6S9"
"V1090853";"Residential Detached";"Sold";"1290 HOLLYBROOK STREET";"Coquitlam";"Burke Mountain";"House/Single Family";"2450000.00";"1986";"7";"4";"2014-10-24";"V3B 7M9"
"V1090855";"Residential Detached";"Sold";"3449 W 28TH AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"1699000.00";"9999";"4";"4";"2014-10-24";"V6S 1R8"
"V1090876";"Residential Attached";"Sold";"38351 SUMMITS VIEW DRIVE";"Squamish";"Downtown SQ";"Townhouse";"384900.00";"2015";"3";"3";"2014-10-20";"V8B 0A9"
"V1090885";"Residential Detached";"Sold";"618 W 32ND AVENUE";"Vancouver West";"Cambie";"House/Single Family";"3900000.00";"1988";"10";"6";"2014-10-27";"V5Z 2J9"
"V1090887";"Residential Detached";"Sold";"3090 STANLEY AVENUE";"North Vancouver";"Upper Lonsdale";"House/Single Family";"901000.00";"1955";"2";"3";"2014-10-23";"V7N 3W7"
"V1090888";"Residential Attached";"Sold";"112 2721 ATLIN PLACE";"Coquitlam";"Coquitlam East";"Townhouse";"500000.00";"1987";"2";"3";"2014-10-22";"V3C 5B1"
"V1090892";"Residential Attached";"Sold";"33 7691 BRIDGE STREET";"Richmond";"McLennan North";"Townhouse";"575000.00";"2014";"6";"3";"2014-10-27";"V6Y 2S6"
"V1091180";"Residential Detached";"Sold";"3588 W 31ST AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"3000000.00";"2014";"5";"5";"2014-10-27";"V6S 1X9"
"V1091417";"Residential Detached";"Sold";"11220 BLANEY CRESCENT";"Pitt Meadows";"South Meadows";"House/Single Family";"619900.00";"2006";"0";"4";"2014-10-24";"V3Y 2W2"
"V1091423";"Residential Detached";"Sold";"239 E 22ND STREET";"North Vancouver";"Central Lonsdale";"House/Single Family";"1070000.00";"1950";"4";"3";"2014-10-27";"V7L 3C5"
"V1091451";"Residential Attached";"Sold";"213 12655 190A STREET";"Pitt Meadows";"Mid Meadows";"Apartment/Condo";"284900.00";"2014";"1";"2";"2014-10-24";"V0V 0V0"
"V1091456";"Residential Attached";"Sold";"418 2990 PRINCESS CRESCENT";"Coquitlam";"Canyon Springs";"Apartment/Condo";"274000.00";"1993";"2";"2";"2014-10-26";"V3B 7R3"
"F1416465";"Residential Detached";"Sold";"2147 RIESLING DRIVE";"Abbotsford";"Aberdeen";"House/Single Family";"740000.00";"2010";"121";"3";"2014-10-25";"V4X 0A6"
"F1416561";"Residential Attached";"Sold";"7 15068 58TH AVENUE";"Surrey";"Sullivan Station";"Townhouse";"312000.00";"2001";"113";"3";"2014-10-23";"V3S 9J9"
"F1416791";"Residential Attached";"Sold";"101 5906 176A STREET";"Cloverdale";"Cloverdale BC";"Apartment/Condo";"139000.00";"1983";"111";"2";"2014-10-23";"V3S 8Z1"
"F1413782";"Residential Attached";"Sold";"26 16772 61ST AVENUE";"Cloverdale";"Cloverdale BC";"Townhouse";"355000.00";"2005";"143";"4";"2014-10-19";"V3S 4P2"
"F1414631";"Residential Detached";"Sold";"320 171 STREET";"South Surrey White Rock";"Pacific Douglas";"House/Single Family";"768900.00";"2014";"133";"5";"2014-10-20";"V3S 9P5"
"F1415896";"Residential Detached";"Sold";"7995 GLOVER ROAD";"Langley";"Fort Langley";"House with Acreage";"821345.00";"1976";"125";"5";"2014-10-27";"V1M 3S2"
"F1416069";"Residential Attached";"Sold";"102 3174 GLADWIN ROAD";"Abbotsford";"Central Abbotsford";"Apartment/Condo";"154000.00";"1996";"119";"2";"2014-10-20";"V2T 5T5"
"F1416412";"Residential Detached";"Sold";"6751 196B PLACE";"Langley";"Willoughby Heights";"House/Single Family";"475000.00";"1986";"123";"4";"2014-10-27";"V2Y 2W3"
"V1091814";"Residential Attached";"Sold";"1160 E 14TH AVENUE";"Vancouver East";"Mount Pleasant VE";"1/2 Duplex";"1279900.00";"2014";"0";"5";"2014-10-23";"V5T 2P3"
